thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,diagnostic_noise
56.3,113.0,2.7,8.8,C2,4.0,0.0,0,Z-CEV,0.81146
53.7,109.0,5.0,6.4,C5,1.0,1.0,1,Z-IRH,0.43646
53.8,,3.8,0.5,,3.0,1.0,1,Z-UKV,
52.4,,3.2,-0.6,C1,5.0,1.0,1,Z-MOC,-0.85563
50.5,102.0,3.3,-1.4,C2,2.0,0.0,1,Z-UFG,0.48202
55.7,133.0,5.1,4.2,,3.0,,0,Z-IDF,-0.20051
,115.0,-1.7,-6.5,C1,4.0,1.0,1,,-0.07177
57.5,63.0,3.7,1.1,C4,1.0,0.0,1,Z-KQC,-0.16726
49.4,100.0,5.6,-1.3,C1,3.0,0.0,1,Z-IQV,0.94426
61.3,121.0,-5.0,-3.0,C5,5.0,1.0,1,Z-SRE,0.14911
52.0,128.0,5.7,4.1,,1.0,1.0,0,Z-GAR,-0.56829
55.2,100.0,-4.6,-7.6,C2,3.0,1.0,1,Z-GOF,-0.67052
52.4,78.0,4.4,1.2,C3,5.0,1.0,1,Z-GVW,-0.54931
52.1,77.0,-2.3,-6.6,C1,,1.0,1,Z-MSF,0.43594
44.3,129.0,6.3,5.3,C2,2.0,1.0,0,Z-BHG,-1.64973
55.8,118.0,6.2,-1.5,C1,4.0,1.0,1,,-0.54125
72.9,176.0,1.8,3.8,C1,2.0,0.0,0,Z-YYX,-0.55439
47.2,137.0,3.5,2.2,C3,2.0,0.0,0,Z-AYB,0.51987
,81.0,-0.9,-4.3,C1,,0.0,1,Z-GDB,-0.88235
46.6,72.0,5.4,5.7,C2,5.0,0.0,1,Z-KDF,-0.21229
46.3,,6.3,5.6,C2,4.0,1.0,1,Z-NTP,-0.26452
,138.0,,-5.9,C5,1.0,1.0,1,Z-UCA,0.02707
44.8,54.0,1.8,5.5,C4,2.0,0.0,0,Z-LPC,-1.13676
46.4,106.0,-1.3,-13.3,C1,5.0,1.0,0,Z-RPS,1.07025
37.5,90.0,-1.5,1.7,C4,4.0,0.0,1,Z-AIL,2.57978
44.1,60.0,4.6,1.7,C1,2.0,1.0,1,Z-VVT,
36.5,48.0,1.5,3.9,C2,4.0,1.0,0,Z-POL,0.91176
,327.0,4.5,8.5,C4,1.0,0.0,0,Z-GWZ,
72.6,194.0,3.3,-0.5,C1,1.0,0.0,0,,0.8744
47.2,87.0,,-0.2,C3,5.0,0.0,0,Z-PLV,-0.15681
36.8,,3.4,2.7,C1,3.0,0.0,1,Z-JXD,0.83491
57.4,96.0,0.2,-6.2,C4,1.0,1.0,1,Z-IJV,1.14689
44.3,97.0,4.6,1.0,C2,3.0,0.0,1,Z-CRD,1.22686
,101.0,4.3,,C1,3.0,0.0,1,Z-CSG,-1.21259
47.9,90.0,5.5,-1.9,C1,5.0,0.0,1,Z-RIM,0.29514
45.1,158.0,-1.5,,C3,1.0,0.0,0,Z-UCW,1.47441
48.7,101.0,0.2,1.7,C3,4.0,0.0,0,Z-BLI,1.38094
56.2,68.0,6.4,6.9,C3,4.0,0.0,1,Z-HRI,-0.26872
48.3,115.0,3.3,0.6,C2,4.0,1.0,1,Z-PFA,-0.67653
46.2,124.0,1.2,-0.3,C2,4.0,1.0,1,Z-TAR,2.03207
48.6,116.0,5.7,2.1,C3,4.0,0.0,0,Z-PBL,-0.2814
40.0,78.0,-0.2,-9.3,C1,3.0,1.0,0,Z-UAL,0.18222
53.3,81.0,6.6,-0.2,C1,1.0,0.0,1,Z-EZY,0.73997
35.9,52.0,0.1,2.5,C1,5.0,0.0,1,Z-UPO,-0.03815
46.6,89.0,-5.1,-1.0,,2.0,0.0,0,Z-UBG,-0.81204
56.2,,-3.4,-8.2,C2,2.0,0.0,1,Z-HOV,0.60079
52.6,89.0,-1.1,2.2,C1,2.0,1.0,1,Z-RDE,-0.0781
54.9,,-2.2,-8.6,C4,2.0,0.0,1,Z-UJE,-0.14
49.6,124.0,-0.4,-4.1,C2,2.0,0.0,1,Z-FKD,0.64132
59.5,150.0,-1.2,-3.2,C1,2.0,0.0,0,Z-GGX,0.50431
57.6,92.0,3.6,0.4,C2,3.0,,1,Z-UKF,1.35566
53.7,82.0,3.0,-2.0,C5,4.0,1.0,1,Z-RVP,1.06693
,115.0,5.1,3.4,C4,5.0,0.0,0,Z-DBX,
56.2,122.0,-0.2,1.5,C2,,0.0,0,Z-AQC,1.0774
,96.0,0.1,-7.7,C3,5.0,0.0,0,Z-NPT,-0.28343
39.4,,2.0,0.7,C2,1.0,0.0,0,Z-UHM,1.86367
53.5,149.0,5.2,,C4,2.0,1.0,0,Z-THT,-1.17632
54.5,102.0,4.8,0.9,C4,1.0,1.0,1,Z-BDY,-0.06901
58.9,137.0,4.1,-0.3,C1,3.0,1.0,0,Z-IWJ,-1.43614
42.7,102.0,3.1,-2.5,C2,5.0,0.0,1,Z-SRD,1.26507
42.9,91.0,,8.2,C1,2.0,1.0,0,Z-SIZ,0.21067
53.8,127.0,-0.1,4.6,C3,4.0,0.0,0,Z-QYA,-0.10217
49.6,79.0,,0.4,C1,4.0,0.0,1,Z-RBM,-0.90954
35.1,49.0,5.9,8.6,C2,1.0,1.0,1,Z-BUB,-0.96797
53.2,117.0,3.3,-1.0,C5,3.0,0.0,1,Z-TJA,-1.19176
35.3,31.0,-0.0,-2.3,C2,1.0,1.0,0,Z-PFU,-1.12014
42.6,101.0,3.7,-2.9,C1,2.0,1.0,1,Z-KVY,-0.0584
61.0,88.0,,-11.0,C1,4.0,0.0,0,Z-SCG,-0.35578
64.8,166.0,-3.0,-6.7,C5,2.0,1.0,1,Z-CBN,1.4658
40.4,73.0,7.3,3.0,C3,5.0,1.0,0,Z-UPK,-1.12567
47.5,135.0,4.2,3.9,C3,4.0,1.0,0,Z-GZJ,-0.63006
50.5,95.0,-5.5,,C2,2.0,0.0,1,Z-ZCN,-0.49087
64.4,118.0,3.4,,C2,3.0,1.0,0,Z-RCB,0.71767
46.2,117.0,0.1,-5.7,C2,3.0,0.0,0,Z-GUI,-0.11562
46.3,102.0,3.5,-1.4,C3,3.0,0.0,0,Z-DSO,-0.77859
62.6,119.0,-2.1,3.3,C2,3.0,0.0,0,Z-LCF,0.64484
47.2,84.0,3.5,4.1,C1,2.0,0.0,0,Z-TBO,0.55262
,99.0,3.2,7.3,C2,5.0,0.0,0,,-1.7663
38.3,144.0,2.8,8.3,C3,1.0,1.0,0,Z-FYK,1.13525
48.8,53.0,5.5,0.5,C1,3.0,0.0,1,Z-RCQ,0.41171
36.9,46.0,1.1,2.9,C2,1.0,0.0,0,Z-CZX,0.01643
41.7,118.0,4.0,-1.9,C1,3.0,0.0,1,Z-EAH,0.358
56.9,141.0,-1.6,1.4,C4,2.0,1.0,0,Z-ZQH,2.83236
49.8,,2.8,4.3,C2,1.0,0.0,1,Z-OGV,0.45862
47.6,,4.5,-6.6,C3,1.0,1.0,0,Z-MGY,-0.27755
44.2,125.0,4.7,4.2,C2,5.0,0.0,0,Z-GHN,-0.42145
48.4,69.0,4.1,-1.7,C4,1.0,0.0,1,Z-MKO,-0.80436
52.6,91.0,-2.2,-5.0,C5,2.0,1.0,1,Z-FSD,1.66125
,116.0,4.8,-0.2,C1,3.0,,1,Z-BQB,2.48082
29.1,36.0,0.8,2.9,C1,1.0,1.0,0,Z-TMR,0.96446
43.5,114.0,6.1,0.8,C3,5.0,0.0,0,Z-IXC,0.58061
51.4,,4.1,-3.4,C3,1.0,0.0,0,Z-OXJ,1.70931
49.4,75.0,6.7,0.9,C2,5.0,0.0,1,Z-LOO,-0.66937
,84.0,5.0,1.8,C2,1.0,1.0,1,Z-UKQ,0.16362
52.3,139.0,7.1,6.4,C3,3.0,,0,Z-JZF,0.72953
47.7,89.0,0.9,4.2,C3,4.0,1.0,0,Z-RNU,0.12268
45.9,,4.7,4.7,C2,1.0,1.0,0,Z-QVQ,0.75066
48.2,,,3.8,C1,4.0,1.0,1,Z-WQA,-1.16503
59.4,69.0,0.3,1.8,C5,3.0,0.0,1,Z-IOL,-1.99749
44.3,111.0,1.1,2.9,C2,3.0,0.0,0,Z-MMK,
49.7,128.0,-0.4,2.4,C1,2.0,0.0,1,Z-WKR,-0.56221
51.6,153.0,3.6,12.1,C5,2.0,0.0,0,Z-AJK,1.33239
62.6,70.0,5.6,,C3,4.0,1.0,0,Z-HHL,0.67268
47.8,,4.4,3.5,C2,1.0,1.0,0,Z-ZTF,-1.48599
57.8,131.0,-1.5,-4.9,C3,2.0,0.0,0,Z-BZG,0.54651
60.0,,0.7,0.3,C1,2.0,1.0,1,Z-FUF,-0.71993
49.6,61.0,5.8,8.3,C2,2.0,1.0,1,,-2.79549
48.5,100.0,2.3,-4.8,C1,2.0,0.0,0,Z-VWH,2.09585
47.5,84.0,0.5,4.2,C4,1.0,0.0,0,Z-PZL,0.8803
48.1,63.0,2.9,-0.9,C1,,1.0,1,Z-FFD,-0.54358
57.0,110.0,-0.7,-3.2,C1,3.0,1.0,1,Z-WFY,-0.24245
52.0,119.0,-1.7,-0.9,C1,3.0,1.0,1,Z-NLB,1.65678
52.0,108.0,6.9,2.2,C2,5.0,1.0,0,Z-XYD,0.54682
41.2,,1.5,1.6,C1,3.0,0.0,1,Z-HLH,2.74973
42.4,99.0,,-8.3,C2,3.0,1.0,0,Z-HPV,0.13845
67.3,84.0,3.9,5.5,C3,1.0,0.0,0,Z-RVH,-1.09648
48.7,97.0,1.8,0.8,C1,4.0,1.0,1,Z-XEV,
44.0,96.0,2.7,0.7,C4,3.0,0.0,0,Z-CGR,1.19717
61.6,110.0,5.0,3.9,C4,4.0,0.0,0,Z-JFX,0.64852
52.4,82.0,5.4,,C1,2.0,1.0,1,Z-BGQ,-0.43774
54.8,88.0,5.0,4.6,C1,,0.0,1,Z-BXI,-0.88286
49.1,91.0,6.0,2.8,C2,4.0,0.0,1,Z-MSJ,0.38516
47.6,121.0,3.2,-0.0,C1,2.0,0.0,1,Z-GTE,1.03801
48.8,139.0,3.3,-6.2,,3.0,0.0,0,Z-WWQ,1.95207
39.1,117.0,0.2,4.4,C2,1.0,0.0,1,Z-EOB,-1.49471
49.5,57.0,1.2,-5.5,C3,2.0,0.0,0,Z-MVG,-0.80971
52.5,79.0,1.1,6.2,C3,2.0,1.0,0,Z-SOK,0.21532
65.0,143.0,-3.2,-5.4,C4,,0.0,0,Z-DBL,-0.04372
50.8,137.0,0.8,4.2,C3,1.0,0.0,0,Z-NIX,-0.43184
31.5,217.0,3.5,5.9,C1,4.0,0.0,1,Z-ZLI,0.40504
49.4,104.0,-0.9,1.6,C1,4.0,1.0,1,Z-SDX,-1.01397
72.1,107.0,1.7,0.1,C3,5.0,0.0,0,,-2.37682
,120.0,-0.4,-7.1,C3,5.0,0.0,0,Z-OUM,1.34034
43.7,72.0,,-1.0,C3,3.0,1.0,0,Z-IUI,-0.57552
54.9,113.0,4.5,1.0,C2,4.0,1.0,1,Z-XEM,-0.78429
44.2,58.0,-4.1,-5.6,C3,3.0,0.0,0,Z-OLV,0.72654
39.3,38.0,-4.9,-11.1,C5,4.0,0.0,0,Z-XNW,0.53664
47.4,179.0,1.7,-1.3,C1,3.0,0.0,0,Z-HFS,-0.99744
50.9,103.0,1.8,-12.4,C1,4.0,1.0,0,Z-GMR,1.10928
35.2,133.0,-0.1,-3.0,C5,2.0,0.0,1,Z-SAE,-0.27734
41.0,126.0,0.2,-0.9,C4,4.0,1.0,1,Z-NNG,0.34932
50.2,56.0,4.2,-1.2,C1,3.0,0.0,1,Z-KYX,0.16662
46.9,105.0,5.3,1.9,C2,2.0,0.0,1,Z-HSH,0.9988
53.3,71.0,3.8,2.4,C3,4.0,1.0,0,Z-UWS,1.03817
40.4,76.0,1.3,3.8,C1,2.0,0.0,1,Z-PGR,0.01222
55.9,59.0,-1.3,,C1,3.0,0.0,1,Z-COZ,-0.06739
40.7,42.0,3.3,2.6,C1,4.0,1.0,1,Z-UIT,1.81706
,100.0,-0.2,-1.9,C2,4.0,0.0,0,Z-VQF,-0.79638
36.4,63.0,4.7,4.0,C1,4.0,0.0,1,Z-PGM,-1.30273
41.4,87.0,6.3,11.5,C1,3.0,0.0,0,Z-XOP,-0.03712
53.5,78.0,3.9,3.9,,3.0,1.0,1,Z-LHL,-0.94085
63.5,127.0,-2.4,-2.6,C3,5.0,1.0,0,Z-GJR,-0.38093
,135.0,4.5,6.9,C4,1.0,1.0,0,Z-YQZ,0.79037
54.7,115.0,6.5,4.3,C3,4.0,1.0,0,Z-GHA,2.91626
50.3,99.0,2.0,-3.5,C1,1.0,0.0,1,Z-ECW,1.01059
41.9,96.0,0.7,1.0,C5,3.0,1.0,1,Z-WNK,-0.57514
46.2,55.0,7.4,,C5,2.0,0.0,1,Z-RFS,-0.58303
40.5,110.0,-2.3,-4.6,C1,4.0,0.0,1,Z-KHU,-1.15043
39.9,51.0,0.5,1.1,C5,1.0,1.0,1,Z-TWE,0.33043
53.4,148.0,4.3,-5.5,C2,4.0,0.0,0,Z-KOW,1.8031
41.2,106.0,4.1,-0.3,C1,3.0,1.0,1,Z-RRL,0.13283
52.7,120.0,0.3,-5.1,,2.0,1.0,1,Z-PMC,-1.24046
39.7,99.0,-2.0,-6.6,C2,5.0,0.0,0,Z-QQH,1.9661
52.5,104.0,,-2.2,C4,2.0,0.0,1,Z-OLH,0.50183
46.2,73.0,-2.4,-7.6,C2,2.0,1.0,0,Z-DYS,-0.18335
61.4,94.0,-0.1,5.4,,3.0,1.0,0,Z-VBE,1.25555
52.8,,4.5,4.3,C3,2.0,0.0,0,Z-AHP,0.19904
60.1,120.0,-2.2,-6.9,C1,4.0,0.0,1,Z-RTP,-0.00746
44.1,60.0,6.7,-3.1,C3,1.0,1.0,0,Z-UHL,-0.7138
50.6,115.0,4.3,-0.4,C2,4.0,0.0,1,Z-SSE,-1.32233
42.3,96.0,-0.4,,C1,3.0,0.0,0,Z-UAG,-0.4686
46.8,86.0,-1.5,-5.6,C2,4.0,0.0,0,Z-LVV,1.45203
48.1,73.0,-1.8,7.6,C4,2.0,0.0,0,Z-KBE,0.37303
44.3,110.0,2.4,-6.5,C3,1.0,1.0,0,Z-NEQ,0.47138
40.4,110.0,3.3,1.5,C3,4.0,,1,Z-JDT,-1.47924
38.8,90.0,2.3,-0.1,C1,1.0,1.0,1,Z-WME,2.97235
31.4,71.0,-0.7,,C3,3.0,1.0,0,Z-CBO,-0.35394
41.7,,6.0,-4.5,C3,4.0,0.0,0,Z-WQT,0.26782
134.5,122.0,2.7,0.6,C5,5.0,0.0,1,Z-BDZ,1.94492
37.4,62.0,-2.4,-2.9,C3,2.0,0.0,0,Z-PSD,0.11869
39.2,48.0,5.7,6.4,C1,,0.0,1,Z-QNV,-2.13274
64.5,155.0,3.5,3.5,C5,4.0,0.0,0,Z-PMV,0.82096
45.1,64.0,1.6,5.0,,5.0,1.0,0,Z-IFL,-1.38582
52.7,54.0,2.9,-7.7,C1,4.0,1.0,0,Z-HLF,-0.09652
-24.0,144.0,3.6,0.5,C3,1.0,0.0,0,Z-MNQ,0.36024
55.5,62.0,2.1,10.8,C1,5.0,0.0,1,Z-MZN,1.55432
38.0,69.0,4.2,6.6,C3,1.0,0.0,1,Z-TYB,1.77964
48.3,68.0,3.0,-5.2,C1,2.0,1.0,1,Z-FLA,1.63001
37.2,59.0,2.7,1.2,C3,2.0,1.0,0,Z-FJZ,-0.40255
69.7,193.0,2.6,-3.8,C1,3.0,0.0,0,Z-MZH,-0.29033
37.4,76.0,5.1,1.0,C4,2.0,0.0,1,Z-WPW,0.58432
41.8,96.0,0.3,,C1,1.0,,1,Z-BMG,0.48757
41.8,,3.2,5.3,C1,4.0,1.0,1,Z-EJE,-0.44367
38.2,63.0,4.9,-3.7,C1,3.0,1.0,0,Z-GGZ,-0.12345
61.0,148.0,6.8,1.1,C2,3.0,0.0,0,Z-QTU,-1.23061
69.5,143.0,7.5,4.9,C3,4.0,1.0,0,Z-HJS,-0.50139
,114.0,-0.8,,C2,5.0,0.0,1,Z-TXH,-1.65062
39.6,63.0,3.6,2.8,C2,2.0,0.0,1,Z-MTV,0.40664
32.3,82.0,5.1,-0.4,C4,2.0,1.0,1,Z-YZA,-0.38234
48.2,97.0,6.0,2.1,C2,5.0,0.0,1,Z-RMT,1.86335
47.6,127.0,-2.1,-6.8,C2,3.0,,1,,0.39123
44.9,77.0,-0.1,-3.2,,2.0,0.0,0,Z-CUC,0.24158
51.9,158.0,3.7,4.6,C5,2.0,0.0,0,Z-KPH,0.35108
53.3,115.0,,-1.2,C1,5.0,0.0,1,Z-QTO,0.78082
52.7,101.0,-2.0,-6.3,C1,3.0,1.0,1,Z-JZG,0.07397
47.6,90.0,,6.3,,5.0,1.0,1,Z-UNI,-1.32874
,,4.5,6.8,,3.0,0.0,0,Z-GYG,-0.68981
55.5,92.0,5.8,3.5,C1,3.0,1.0,1,Z-ETJ,-0.20499
50.3,119.0,4.9,1.6,C4,5.0,0.0,1,Z-GTE,0.77215
57.3,112.0,5.7,10.9,C1,2.0,0.0,0,Z-DGD,1.14496
56.5,163.0,1.8,6.8,C3,4.0,,0,Z-BXH,1.224
38.8,70.0,3.4,-5.0,,3.0,0.0,1,Z-CFT,0.46862
38.7,78.0,4.1,7.1,,5.0,0.0,1,Z-LXG,0.51972
44.1,78.0,5.4,10.4,C2,3.0,1.0,1,Z-QUH,-0.80302
41.7,137.0,-0.1,1.1,C1,2.0,0.0,1,Z-PEC,1.75997
56.2,72.0,-5.9,-8.8,,4.0,0.0,1,Z-KBE,-0.75237
53.0,108.0,3.1,-0.4,C1,5.0,1.0,1,,-0.62763
,124.0,4.9,9.9,C2,5.0,1.0,0,Z-BBA,0.27116
53.3,75.0,5.1,6.4,C1,3.0,1.0,1,Z-JMY,0.14029
51.8,174.0,6.1,6.1,C2,3.0,1.0,0,Z-DCT,-0.43063
59.8,91.0,3.4,11.3,C2,1.0,0.0,0,Z-MTP,0.39016
53.9,108.0,,-4.0,C2,1.0,0.0,1,Z-JJW,0.89134
50.7,147.0,5.4,2.8,C1,5.0,0.0,0,Z-RCA,0.76223
62.0,110.0,3.8,2.5,C2,4.0,0.0,0,Z-BCC,-1.52513
51.1,106.0,0.5,-2.1,C5,3.0,1.0,1,Z-UYP,0.11462
47.7,,-0.4,-9.7,C2,3.0,1.0,0,Z-UEG,-1.15334
43.5,88.0,2.5,4.8,C3,1.0,0.0,0,Z-XRS,-0.29392
55.8,139.0,7.3,1.6,C1,3.0,1.0,0,Z-FSN,1.23549
,106.0,-0.6,-5.4,C1,5.0,0.0,1,Z-JES,0.38382
49.8,28.0,2.1,,C5,3.0,1.0,1,Z-VDS,-1.94342
60.6,117.0,0.3,-2.3,C3,3.0,1.0,0,Z-QZR,
34.4,76.0,4.8,,C3,2.0,0.0,0,Z-ALM,1.60947
49.7,105.0,4.0,6.0,C2,1.0,0.0,0,Z-SJP,0.21137
49.8,95.0,-0.5,2.9,C3,2.0,0.0,0,Z-IPT,-0.68193
44.3,67.0,3.9,0.7,C5,1.0,0.0,1,Z-VPC,0.83927
69.2,126.0,-0.3,-4.4,C1,3.0,0.0,0,Z-YYU,0.40675
49.6,,0.6,-1.6,C1,5.0,1.0,1,Z-LMM,0.35676
46.9,94.0,-1.5,-6.7,C4,2.0,0.0,0,Z-DIL,2.24641
50.4,118.0,3.4,1.3,C1,,1.0,0,Z-SUO,2.65938
34.1,46.0,2.3,-3.6,C2,1.0,0.0,0,Z-ACS,-0.26333
44.1,82.0,2.4,9.5,C1,3.0,0.0,0,Z-NFV,-0.19671
58.0,87.0,3.6,2.1,C2,4.0,0.0,1,Z-VUT,0.40908
45.1,127.0,7.3,2.5,C2,2.0,0.0,0,Z-BLY,
43.5,47.0,4.9,5.7,C1,1.0,0.0,1,Z-UED,0.20765
,,4.6,-2.8,C1,2.0,0.0,0,Z-KIN,-0.84198
60.9,128.0,4.6,-0.6,C2,1.0,1.0,0,Z-MUN,-0.55953
54.3,115.0,6.0,5.5,C2,5.0,1.0,0,Z-MXA,
46.5,31.0,-1.2,-2.1,C3,1.0,0.0,0,Z-DDH,1.61421
48.2,43.0,,6.9,C3,1.0,0.0,0,Z-QYB,-1.42625
43.7,93.0,4.0,-9.7,C1,4.0,1.0,0,Z-HAG,-1.38111
42.2,62.0,4.1,5.4,C2,2.0,1.0,1,Z-OXU,0.08089
41.8,69.0,4.6,0.1,C4,2.0,1.0,1,Z-LWX,
45.2,81.0,4.0,-3.1,C2,2.0,1.0,0,Z-HWV,-0.09732
41.9,58.0,4.6,-4.8,C4,5.0,0.0,0,Z-ZRX,-0.62691
37.6,46.0,4.4,,C5,5.0,,1,Z-JDU,-0.54377
51.9,103.0,-2.3,3.1,,5.0,1.0,1,Z-FCD,0.77525
52.0,52.0,4.9,6.8,C1,2.0,1.0,1,Z-FRF,1.65978
63.8,110.0,5.4,,C1,2.0,1.0,0,Z-RGV,0.02298
44.8,73.0,-4.0,-5.6,,4.0,0.0,0,Z-AWY,-0.5187
52.5,104.0,1.1,-0.2,C3,4.0,0.0,0,Z-SUT,0.19705
52.7,169.0,6.3,-2.8,C1,2.0,0.0,0,Z-VTN,
48.1,70.0,5.6,-3.4,C5,3.0,1.0,1,Z-WCJ,-0.44317
,121.0,1.5,-1.0,C3,2.0,0.0,0,Z-ZER,-0.80995
56.4,117.0,-3.8,-10.7,C5,1.0,0.0,1,Z-RWJ,-0.27267
52.8,120.0,-0.5,-5.7,C2,3.0,0.0,1,Z-TRD,-0.65263
48.1,91.0,-0.8,,C1,5.0,1.0,1,,-0.10322
47.3,134.0,5.5,8.6,C1,5.0,1.0,0,Z-ZLW,-0.47089
,283.0,3.6,1.6,C3,1.0,0.0,0,Z-LOX,1.10529
43.7,285.0,4.3,-3.6,C1,2.0,1.0,1,Z-CVD,0.14375
45.2,54.0,-1.4,-10.5,C4,1.0,0.0,0,Z-MEL,-0.03967
41.2,88.0,-0.8,-1.8,C1,2.0,0.0,1,Z-QRT,2.03253
53.7,,2.1,-2.4,C3,2.0,,1,Z-PON,2.19258
59.7,93.0,3.6,2.0,C2,1.0,1.0,1,Z-MHB,0.0376
42.9,71.0,,3.3,C3,5.0,1.0,0,Z-NEQ,-0.26532
52.4,103.0,-1.9,-3.5,C3,4.0,1.0,1,Z-DGE,-0.96133
41.9,99.0,3.1,6.2,C1,5.0,0.0,1,Z-CDD,0.42442
47.7,123.0,0.5,3.3,C5,,0.0,1,Z-AGT,-0.43037
44.6,116.0,-1.2,-1.1,C2,4.0,1.0,1,Z-UJA,0.79741
55.0,116.0,,-0.0,C2,4.0,1.0,1,Z-VZO,1.17301
44.7,93.0,0.5,-3.5,C5,,1.0,1,Z-JST,-0.68386
58.3,105.0,4.3,5.4,C4,2.0,1.0,0,Z-YZQ,0.68663
48.2,90.0,2.1,5.8,C1,2.0,1.0,1,Z-QNK,0.36327
45.0,71.0,4.4,-3.2,C1,3.0,0.0,0,Z-JJC,-2.97778
40.1,72.0,-1.7,3.4,C5,4.0,0.0,1,Z-IOU,-0.92847
52.2,113.0,0.5,-4.5,C2,1.0,1.0,1,Z-UPP,0.18757
57.3,154.0,1.0,2.1,C2,3.0,0.0,0,Z-LNV,-0.40246
52.3,100.0,4.9,14.5,C1,5.0,0.0,0,Z-COH,-0.28475
68.1,109.0,3.2,,C2,1.0,0.0,0,Z-ZOC,0.26052
61.6,319.0,4.1,4.1,C1,2.0,0.0,0,Z-JYW,-0.69405
47.7,42.0,1.7,-1.5,C1,5.0,0.0,0,Z-ADG,1.00897
47.6,124.0,-0.1,0.2,C2,2.0,0.0,0,Z-CKC,0.21683
53.9,68.0,-2.3,-6.3,C1,1.0,1.0,1,Z-QLI,0.09213
43.5,107.0,3.9,-8.7,C2,4.0,1.0,0,Z-FTC,-1.23025
59.5,103.0,2.4,-2.7,C3,5.0,1.0,1,Z-ECX,0.9898
53.1,114.0,-2.0,-1.9,C3,2.0,0.0,0,Z-QOH,1.18923
52.2,160.0,4.7,8.2,C1,,1.0,0,Z-YCG,-0.18645
55.7,87.0,5.0,4.5,C1,3.0,0.0,1,Z-SKN,0.44953
63.9,97.0,0.5,,C3,3.0,0.0,0,Z-VGL,-0.48586
51.5,,-2.1,-5.5,C2,,0.0,1,,-0.43875
49.3,140.0,-2.6,-6.3,,5.0,0.0,1,Z-VAQ,0.6588
62.2,126.0,3.9,,C3,4.0,0.0,0,Z-ZZS,-0.42641
57.9,115.0,-2.7,-5.5,C2,2.0,0.0,1,Z-VDY,0.0048
47.6,101.0,5.7,8.1,C1,4.0,0.0,0,Z-XZR,0.52663
50.2,73.0,0.1,,C3,3.0,0.0,0,Z-IKJ,-0.94468
51.7,108.0,5.8,7.1,C2,3.0,1.0,0,Z-IJL,
53.1,95.0,6.9,9.6,C2,3.0,0.0,0,,-1.57566
39.3,118.0,-3.5,-3.1,C4,3.0,1.0,1,Z-MYQ,-0.69006
37.8,101.0,-1.0,1.4,C1,3.0,0.0,1,Z-XZU,1.21358
43.1,53.0,0.8,-3.7,C2,4.0,0.0,0,Z-RMD,1.031
42.4,80.0,1.7,-3.6,C1,1.0,0.0,0,Z-MWV,0.08389
45.0,106.0,4.2,3.5,C5,3.0,,1,Z-WBV,0.00848
55.2,82.0,3.2,-1.9,C1,2.0,1.0,0,Z-YSM,0.30732
48.8,69.0,-0.2,-0.5,,2.0,1.0,0,Z-IHR,-0.41371
,91.0,-3.2,-3.1,C2,3.0,0.0,1,Z-VGT,0.16671
40.4,93.0,5.2,2.7,C4,5.0,0.0,1,Z-HQG,1.03162
46.5,122.0,5.8,4.6,C3,2.0,1.0,0,Z-MQB,0.48673
54.9,115.0,6.1,6.4,C1,4.0,0.0,0,Z-CDO,-0.88496
54.9,175.0,6.6,3.8,C3,2.0,0.0,0,Z-NEQ,-0.80103
44.4,72.0,,-1.8,C1,2.0,0.0,0,Z-WFO,-1.61722
51.5,123.0,2.7,4.3,C1,3.0,1.0,0,Z-NZJ,1.25112
67.8,100.0,8.5,7.0,C1,1.0,,0,Z-AFQ,1.05959
50.0,144.0,5.8,5.4,C3,4.0,0.0,0,Z-GSF,0.87892
44.6,128.0,4.7,5.0,C1,3.0,0.0,1,Z-SCT,-0.74789
48.8,117.0,4.4,2.9,C3,4.0,0.0,0,Z-JKX,1.80447
50.9,55.0,1.3,-1.9,C3,4.0,0.0,0,Z-ZGE,-1.84407
48.9,117.0,1.7,-2.7,C1,3.0,0.0,0,Z-LLA,1.07795
49.9,78.0,3.3,0.9,C1,3.0,1.0,1,Z-FZO,
38.6,93.0,2.2,2.3,C2,2.0,0.0,1,Z-NKK,-0.91579
42.5,48.0,3.4,3.6,C1,4.0,1.0,1,Z-RCG,0.16364
49.0,106.0,0.0,-1.0,C1,4.0,0.0,1,Z-WWN,-1.18365
48.8,89.0,-1.7,-1.6,C1,3.0,0.0,1,Z-FTQ,-0.41109
45.6,,-2.6,-8.5,C1,1.0,1.0,0,Z-MQZ,-0.76687
48.7,114.0,4.8,0.6,C3,4.0,1.0,0,Z-YAV,0.65231
50.6,100.0,4.7,5.4,C1,4.0,1.0,0,Z-OCQ,1.44252
,107.0,5.2,-0.6,C4,2.0,0.0,1,Z-KZG,2.08698
49.4,119.0,-1.8,-2.6,C3,3.0,1.0,0,,-1.41512
53.4,157.0,6.1,4.0,C5,3.0,1.0,0,Z-DXP,0.58017
45.8,101.0,-1.1,-3.0,C3,4.0,0.0,0,Z-UUP,-0.25969
54.7,59.0,-2.2,-0.7,C1,4.0,0.0,1,Z-FEO,0.33756
,63.0,-1.7,-2.2,C1,3.0,0.0,1,Z-ZHU,-1.55569
57.1,114.0,4.1,-3.1,C1,4.0,1.0,1,Z-ZPF,-2.07822
